uf;sigla_regional;nome_regional;cidade_polo;municipio
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Adrianópolis
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Almirante Tamandaré
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Araucária
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Balsa Nova
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Bocaiúva do Sul
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Campina Grande do Sul
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Campo Largo
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Campo Magro
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Cerro Azul
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Colombo
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Contenda
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Curitiba
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Doutor Ulysses
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Fazenda Rio Grande
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Itaperuçu
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Lapa
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Mandirituba
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Pinhais
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Piraquara
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Quatro Barras
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Quitandinha
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Rio Branco do Sul
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;São José dos Pinhais
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Tijucas do Sul
PR;ASSOMEC;Associação dos Municípios da Região Metropolitana de Curitiba;Curitiba;Tunas do Paraná
PR;AMLIPA;Associação dos Municípios do Litoral do Paraná;Paranaguá;Antonina
PR;AMLIPA;Associação dos Municípios do Litoral do Paraná;Paranaguá;Guaraqueçaba
PR;AMLIPA;Associação dos Municípios do Litoral do Paraná;Paranaguá;Guaratuba
PR;AMLIPA;Associação dos Municípios do Litoral do Paraná;Paranaguá;Matinhos
PR;AMLIPA;Associação dos Municípios do Litoral do Paraná;Paranaguá;Morretes
PR;AMLIPA;Associação dos Municípios do Litoral do Paraná;Paranaguá;Paranaguá
PR;AMLIPA;Associação dos Municípios do Litoral do Paraná;Paranaguá;Pontal do Paraná
PR;AMSULEP;Associação dos Municípios da Região Sudeste do Paraná;Lapa;Agudos do Sul
PR;AMSULEP;Associação dos Municípios da Região Sudeste do Paraná;Lapa;Campo do Tenente
PR;AMSULEP;Associação dos Municípios da Região Sudeste do Paraná;Lapa;Piên
PR;AMSULEP;Associação dos Municípios da Região Sudeste do Paraná;Lapa;Rio Negro
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Arapoti
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Carambeí
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Castro
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Imbaú
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Ipiranga
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Ivaí
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Jaguariaíva
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Ortigueira
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Palmeira
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Piraí do Sul
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Ponta Grossa
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Porto Amazonas
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Reserva
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;São João do Triunfo
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Sengés
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Telêmaco Borba
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Tibagi
PR;AMCG;Associação dos Municípios da Região dos Campos Gerais;Ponta Grossa;Ventania
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Abatiá
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Andirá
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Barra do Jacaré
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Cambará
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Carlópolis
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Conselheiro Mairinck
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Curiúva
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Figueira
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Guapirama
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Ibaiti
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Jaboti
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Jacarezinho
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Japira
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Joaquim Távora
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Jundiaí do Sul
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Pinhalão
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Quatiguá
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Ribeirão Claro
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Ribeirão do Pinhal
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Salto do Itararé
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Santana do Itararé
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Santo Antônio da Platina
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;São José da Boa Vista
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Siqueira Campos
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Tomazina
PR;AMUNORPI;Associação dos Municípios do Norte Pioneiro;Santo Antônio da Platina;Wenceslau Braz
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Assaí
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Bandeirantes
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Congonhinhas
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Cornélio Procópio
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Itambaracá
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Leópolis
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Nova América da Colina
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Nova Fátima
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Nova Santa Bárbara
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Rancho Alegre
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Santa Amélia
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Santa Cecília do Pavão
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Santa Mariana
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Santo Antônio do Paraíso
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;São Jerônimo da Serra
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;São Sebastião da Amoreira
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Sapopema
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Sertaneja
PR;AMUNOP;Associação dos Municípios do Norte do Paraná;Cornélio Procópio;Uraí
PR;AMEPAR;Associação dos Municípios do Médio Paranapanema;Londrina;Alvorada do Sul
PR;AMEPAR;Associação dos Municípios do Médio Paranapanema;Londrina;Arapongas
PR;AMEPAR;Associação dos Municípios do Médio Paranapanema;Londrina;Bela Vista do Paraíso
PR;AMEPAR;Associação dos Municípios do Médio Paranapanema;Londrina;Cafeara
PR;AMEPAR;Associação dos Municípios do Médio Paranapanema;Londrina;Cambé
PR;AMEPAR;Associação dos Municípios do Médio Paranapanema;Londrina;Centenário do Sul
